fpr,tpr
0.0,0.0
0.005,0.015026296018031555
0.01,0.018031555221637866
0.015,0.024793388429752067
0.02,0.03681442524417731
0.025,0.04357625845229151
0.03,0.0473328324567994
0.035,0.054094665664913597
0.04,0.059353869271224644
0.045,0.06235912847483095
0.05,0.07362885048835462
0.055,0.08339594290007513
0.06,0.09015777610818933
0.065,0.10443275732531931
0.07,0.10593538692712247
0.075,0.11570247933884298
0.08,0.12096168294515403
0.085,0.12546957175056347
0.09,0.1322314049586777
0.095,0.13899323816679188
0.1,0.14274981217129978
0.105,0.14650638617580766
0.11,0.1517655897821187
0.115,0.1562734785875282
0.12,0.16078136739293764
0.125,0.16604057099924868
0.13,0.16754320060105185
0.135,0.1750563486100676
0.14,0.1758076634109692
0.145,0.17655897821187078
0.15,0.19534184823441023
0.155,0.20586025544703232
0.16,0.21111945905334334
0.165,0.21562734785875282
0.17,0.2231404958677686
0.17500000000000002,0.22915101427498122
0.18,0.23441021788129227
0.185,0.24117205108940645
0.19,0.24567993989481593
0.195,0.2516904583020286
0.2,0.25920360631104433
0.20500000000000002,0.26897069872276486
0.21,0.270473328324568
0.215,0.2772351615326822
0.22,0.284748309541698
0.225,0.29226145755071375
0.23,0.3012772351615327
0.23500000000000001,0.30879038317054847
0.24,0.31555221637866265
0.245,0.32231404958677684
0.25,0.3245679939894816
0.255,0.3253193087903832
0.26,0.32982719759579265
0.265,0.3335837716003005
0.27,0.33809166040571
0.275,0.34259954921111946
0.28,0.34936138241923365
0.28500000000000003,0.3516153268219384
0.29,0.36363636363636365
0.295,0.36964688204357626
0.3,0.37340345604808417
0.305,0.3756574004507889
0.31,0.38016528925619836
0.315,0.38467317806160783
0.32,0.39068369646882045
0.325,0.3989481592787378
0.33,0.40345604808414726
0.335,0.4049586776859504
0.34,0.4094665664913599
0.34500000000000003,0.41021788129226144
0.35000000000000003,0.4124718256949662
0.355,0.41622839969947406
0.36,0.42449286250939144
0.365,0.4259954921111946
0.37,0.42674680691209615
0.375,0.42824943651389935
0.38,0.43425995492111197
0.385,0.4387678437265214
0.39,0.4485349361382419
0.395,0.4530428249436514
0.4,0.4598046581517656
0.405,0.4635612321562735
0.41000000000000003,0.4695717505634861
0.41500000000000004,0.48159278737791134
0.42,0.48760330578512395
0.425,0.49135987978963186
0.43,0.49812171299774605
0.435,0.5011269722013524
0.44,0.5078888054094666
0.445,0.5154019534184824
0.45,0.5191585274229902
0.455,0.5221637866265966
0.46,0.531930879038317
0.465,0.5416979714500376
0.47000000000000003,0.5507137490608565
0.47500000000000003,0.5544703230653644
0.48,0.5567242674680691
0.485,0.560480841472577
0.49,0.564237415477085
0.495,0.5679939894815927
0.5,0.5709992486851991
0.505,0.5762584522915102
0.51,0.5792637114951165
0.515,0.5845229151014275
0.52,0.5875281743050338
0.525,0.5927873779113448
0.53,0.5987978963185575
0.535,0.6010518407212622
0.54,0.6025544703230654
0.545,0.6070623591284748
0.55,0.6153268219383922
0.555,0.6198347107438017
0.56,0.6213373403456048
0.5650000000000001,0.6235912847483095
0.5700000000000001,0.6273478587528174
0.5750000000000001,0.6296018031555222
0.58,0.6401202103681443
0.585,0.6468820435762584
0.59,0.6498873027798647
0.595,0.6551465063861758
0.6,0.6589030803906837
0.605,0.6664162283996995
0.61,0.6694214876033058
0.615,0.6709241172051089
0.62,0.6746806912096168
0.625,0.6784372652141247
0.63,0.6836964688204358
0.635,0.6874530428249437
0.64,0.69045830202855
0.645,0.6949661908339594
0.65,0.6987227648384673
0.655,0.7137490608564989
0.66,0.7220135236664162
0.665,0.724267468069121
0.67,0.7272727272727273
0.675,0.7287753568745304
0.68,0.7302779864763336
0.685,0.7332832456799399
0.6900000000000001,0.743801652892562
0.6950000000000001,0.7498121712997746
0.7000000000000001,0.754320060105184
0.705,0.758076634109692
0.71,0.7610818933132982
0.715,0.7678437265214124
0.72,0.7753568745304282
0.725,0.7806160781367393
0.73,0.7836213373403456
0.735,0.7858752817430503
0.74,0.7881292261457551
0.745,0.791885800150263
0.75,0.7986476333583772
0.755,0.7993989481592787
0.76,0.8024042073628851
0.765,0.8091660405709993
0.77,0.8114199849737039
0.775,0.8196844477836214
0.78,0.8302028549962435
0.785,0.8332081141998497
0.79,0.8384673178061608
0.795,0.8429752066115702
0.8,0.8429752066115702
0.805,0.8467317806160781
0.81,0.8482344102178813
0.8150000000000001,0.8519909842223892
0.8200000000000001,0.8572501878287002
0.8250000000000001,0.8587528174305034
0.8300000000000001,0.8632607062359129
0.835,0.8662659654395192
0.84,0.8730277986476334
0.845,0.8782870022539444
0.85,0.8797896318557475
0.855,0.8805409466566492
0.86,0.8812922614575507
0.865,0.8850488354620586
0.87,0.8910593538692713
0.875,0.8963185574755823
0.88,0.8978211870773855
0.885,0.9015777610818934
0.89,0.903831705484598
0.895,0.9053343350864012
0.9,0.9105935386927122
0.905,0.9158527422990232
0.91,0.9173553719008265
0.915,0.9241172051089407
0.92,0.9308790383170549
0.925,0.9353869271224643
0.93,0.9368895567242674
0.935,0.9398948159278738
0.9400000000000001,0.9429000751314801
0.9450000000000001,0.9429000751314801
0.9500000000000001,0.9429000751314801
0.9550000000000001,0.946656649135988
0.96,0.9526671675432006
0.965,0.9594290007513148
0.97,0.9631855747558227
0.975,0.9676934635612322
0.98,0.9691960931630353
0.985,0.9737039819684448
0.99,0.9782118707738543
0.995,0.9879789631855748
1.0,1.0
