recall,precision
0.0,1.0
0.005,0.5702651515151516
0.01,0.5057407407407407
0.015,0.5258677098150782
0.02,0.5258352941176471
0.025,0.4668329420970266
0.03,0.4933842592592592
0.035,0.4925061590145577
0.04,0.49644859813084113
0.045,0.47955967741935485
0.05,0.4838173066751296
0.055,0.49062997762863536
0.06,0.49035749450882377
0.065,0.466346556233653
0.07,0.4798353158868623
0.075,0.4780301113360324
0.08,0.46808254115464876
0.085,0.48114803461954564
0.09,0.4873658536585366
0.095,0.48736538461538464
0.1,0.4873666479505896
0.105,0.4960148658539663
0.11,0.49899317406143345
0.115,0.5001058631921824
0.12,0.49800350467289717
0.125,0.49314456657243694
0.13,0.4915204899562194
0.135,0.49136469795643384
0.14,0.500455764075067
0.145,0.5025976732484769
0.15,0.504611942206879
0.155,0.5065116888278652
0.16,0.5119721964782206
0.165,0.5172090732519423
0.17,0.5186462116599837
0.17500000000000002,0.522341033909407
0.18,0.5145834140938668
0.185,0.5106116680841559
0.19,0.5110022492127755
0.195,0.5123824364041756
0.2,0.5137009842212155
0.20500000000000002,0.5130249529190207
0.21,0.5152158977390879
0.215,0.5173228239794753
0.22,0.5156913704448916
0.225,0.5141418807801806
0.23,0.5135287736220251
0.23500000000000001,0.513785433411114
0.24,0.509928815649347
0.245,0.5094477135335413
0.25,0.5121198293232192
0.255,0.510072546230441
0.26,0.5081196360363619
0.265,0.5069818179938808
0.27,0.5023551978747509
0.275,0.5007010476703072
0.28,0.49778256927239883
0.28500000000000003,0.49956192358366275
0.29,0.5012922162362994
0.295,0.5036200503604227
0.3,0.5046124966478949
0.305,0.5043200843608047
0.31,0.505891119331168
0.315,0.505586132224919
0.32,0.5040950110771474
0.325,0.5044163586316445
0.33,0.5041491905328684
0.335,0.5061783807140646
0.34,0.5030791991101223
0.34500000000000003,0.5033955619127227
0.35000000000000003,0.5037032292032292
0.355,0.5034654772690632
0.36,0.5021798544568474
0.365,0.504577641984184
0.37,0.5058911662104755
0.375,0.5061477452316216
0.38,0.5053857142857142
0.385,0.5031591413439348
0.39,0.5005254708725146
0.395,0.5013086208966736
0.4,0.49971830985915494
0.405,0.4986378823605856
0.41000000000000003,0.49849723272645313
0.41500000000000004,0.4988101440129925
0.42,0.49689782514308267
0.425,0.4985347372755596
0.43,0.5001441048034935
0.435,0.5012922190461184
0.44,0.4998462852263023
0.445,0.4997025316455696
0.45,0.500815234883363
0.455,0.5027414806798913
0.46,0.5005149530512668
0.465,0.5011802177179641
0.47000000000000003,0.49982813749000804
0.47500000000000003,0.4989050335002328
0.48,0.49995301487862176
0.485,0.4975086634677868
0.49,0.4966455280933783
0.495,0.49505761398236386
0.5,0.49424426743266364
0.505,0.49417526040541127
0.51,0.49518893449823503
0.515,0.4943975573013064
0.52,0.4961006665228867
0.525,0.4981375755844161
0.53,0.4980337278566559
0.535,0.4996789473684211
0.54,0.5009548301818941
0.545,0.5015192375889067
0.55,0.5031098476266002
0.555,0.5026212264347536
0.56,0.502480802191231
0.5650000000000001,0.5013383166777704
0.5700000000000001,0.5005508633976854
0.5750000000000001,0.5007605897671202
0.58,0.5012922204501151
0.585,0.49956206909896655
0.59,0.5004109721393398
0.595,0.5018837688155061
0.6,0.5033404291329855
0.605,0.5035187890869294
0.61,0.503694359344026
0.615,0.5007845664941103
0.62,0.5028088544090566
0.625,0.5032897025585589
0.63,0.5034613160579547
0.635,0.5048336685746893
0.64,0.5058912726538827
0.645,0.5057422420775803
0.65,0.5041225785474475
0.655,0.5042818333895637
0.66,0.5041492655878558
0.665,0.5048812948774571
0.67,0.505317945308435
0.675,0.5046126245197433
0.68,0.5044813941861296
0.685,0.5029609659328202
0.6900000000000001,0.5028443734634013
0.6950000000000001,0.5016390534892334
0.7000000000000001,0.5023453623984857
0.705,0.5030436238717965
0.71,0.5037339872295421
0.715,0.5041492751475304
0.72,0.5040287501569543
0.725,0.5047006334719275
0.73,0.5043157949475696
0.735,0.5041965216144297
0.74,0.5053721436676314
0.745,0.504475713076499
0.75,0.5033404528207506
0.755,0.5037357561406023
0.76,0.5031234775896747
0.765,0.5025206893512117
0.77,0.5011907712477094
0.775,0.5020746593792422
0.78,0.4998025999037073
0.785,0.5004394346410088
0.79,0.5001165002377556
0.795,0.49979806329711857
0.8,0.499249794834852
0.805,0.499872841810546
0.81,0.4993307322491552
0.8150000000000001,0.5004070822059167
0.8200000000000001,0.4996383223946153
0.8250000000000001,0.4982021865007346
0.8300000000000001,0.4988102185762264
0.835,0.49474375351958344
0.84,0.4946992050662836
0.845,0.4955269112710484
0.85,0.4948279789796717
0.855,0.4943538345519179
0.86,0.49559673327971293
0.865,0.49576175202623063
0.87,0.49592499848620797
0.875,0.4956641803211869
0.88,0.4956162439412459
0.885,0.4964042365666588
0.89,0.49552200458833595
0.895,0.49588820507116593
0.9,0.4962508725348851
0.905,0.4970198525475742
0.91,0.495948327853772
0.915,0.49670963777477384
0.92,0.49726294569869656
0.925,0.49720838417805685
0.93,0.4979543941039641
0.935,0.4980958260005363
0.9400000000000001,0.4986329881748415
0.9450000000000001,0.49896757475302694
0.9500000000000001,0.4987082967788501
0.9550000000000001,0.49825663056715114
0.96,0.4989768523037876
0.965,0.4991091420347153
0.97,0.4998199767711963
0.975,0.5003325185147962
0.98,0.49988118052893826
0.985,0.5005794094243767
0.99,0.4999411764705882
0.995,0.4998763684409211
1.0,0.5001878992859827
